1,2,3,4,5,6,7,8,9,10
1948 Palestinian exodus,233756174,False,True,Einsteindonut,UNKNOWN,Palestinian,Arab,"The ‘Israeli Government claimed that the Palestinian Arabs left because they were ordered to and were deliberately incited into panic by their own leaders, who wanted the field cleared for the 1948 war’.","The ‘Israeli Government claimed that the Palestinian Arabs left because they were ordered to and were deliberately incited into panic by their own leaders, who wanted the field cleared for the 1948 war’."
1948 Palestinian exodus,233756379,False,True,Einsteindonut,UNKNOWN,Palestinian,from the region of Palestine,"The ‘Israeli Government claimed that the Palestinian Arabs left because they were ordered to and were deliberately incited into panic by their own leaders, who wanted the field cleared for the 1948 war’.","The ‘Israeli Government claimed that the Arabs from the region of Palestine left because they were ordered to and were deliberately incited into panic by their own leaders, who wanted the field cleared for the 1948 war’."
1948 Palestinian exodus,233756379,False,True,Einsteindonut,UNKNOWN,Palestinian,Arab,While ‘The Palestinian Arabs charge that their people were evicted at bayonet-point and by panic deliberately incited by the Zionists.’,While ‘The Palestinian Arabs charge that their people were evicted at bayonet-point and by panic deliberately incited by the Zionists.’
1948 Palestinian exodus,233762794,False,True,Einsteindonut,UNKNOWN,exodus,migration,"In early decades following the exodus, two diametrically opposed schools of analysis could be distinguished.","In early decades following the migration, two diametrically opposed schools of analysis could be distinguished."
1948 Palestinian exodus,233762794,False,True,Einsteindonut,UNKNOWN,exodus.,migration.,"[…] But clearly the offensive, and especially the mortaring, precipitated the exodus.","[…] But clearly the offensive, and especially the mortaring, precipitated the migration."
1948 Palestinian exodus,233762794,False,True,Einsteindonut,UNKNOWN,Exodus,Migration,Israeli operations labeled Dani and Dekel that broke the truce was the start of the third phase of expulsions.,Israeli operations labeled Dani and Dekel that broke the truce was the start of the third phase of expulsions.
1948 Palestinian exodus,233762794,False,True,Einsteindonut,UNKNOWN,exodus,migration,"The largest single expulsion of the war began in Lydda and Ramla July 14 when 60,000 inhabitants (nearly 10% of the whole exodus) of the two cities were forcibly expelled on the orders of Ben-Gurion and Yitzhak Rabin.","The largest single expulsion of the war began in Lydda and Ramla July 14 when 60,000 inhabitants (nearly 10% of the whole migration) of the two cities were forcibly expelled on the orders of Ben-Gurion and Yitzhak Rabin."
1948 Palestinian exodus,477112003,True,True,DePiep,UNKNOWN,exodus,fleeing,"The history of the Palestinian exodus is closely tied to the events of the war in Palestine, which lasted from 1947 to 1949, and to the political events preceding it.","The history of the Palestinian fleeing is closely tied to the events of the war in Palestine, which lasted from 1947 to 1949, and to the political events preceding it."
1948 Palestinian exodus,477112003,True,True,DePiep,UNKNOWN,exodus,fleeing,"The largest single expulsion of the war began in Lydda and Ramla 14 July when 60,000 inhabitants (nearly 10% of the whole exodus) of the two cities were forcibly expelled on the orders of Ben-Gurion and Yitzhak Rabin in events that came to be known as the ""Lydda Death March.""","The largest single expulsion of the war began in Lydda and Ramla 14 July when 60,000 inhabitants (nearly 10% of the whole fleeing) of the two cities were forcibly expelled on the orders of Ben-Gurion and Yitzhak Rabin in events that came to be known as the ""Lydda Death March."""
1948 Palestinian exodus,477112003,True,True,DePiep,UNKNOWN,exodus,fleeing,"In the first decades after the exodus, two diametrically opposed schools of analysis could be distinguished.","In the first decades after the Nakba, two diametrically opposed schools of analysis could be distinguished."
1948 Palestinian exodus,477112003,True,True,DePiep,UNKNOWN,exodus.,Nakba., and Gabbay emphasize the psychological component: panic or hysteria swept the Palestinians and caused the exodus., and Gabbay emphasize the psychological component: panic or hysteria swept the Palestinians and caused the Nakba.
Victimless crime,18868992,False,True,StuartH,UNKNOWN,Even,Some also suggest that,"Even driving a car while high should not be a crime, these advocates argue - unless it can be shown that the vehicle operator's skills were impaired to the detriment of others.",Some also suggest that driving a car while high should not be a crime - unless it can be shown that the vehicle operator's skills were impaired to the detriment of others.
Victimless crime,23834013,False,True,205.118.4.98,UNKNOWN,is,may be seen as,"For example, an adult selling drugs or sex to another adult is a victimless crime, but selling drugs or sex to a minor may be considered not victimless, since the minor is not old enough to consent.","For example, an adult selling drugs or sex to another adult may be seen as a victimless crime, but selling drugs or sex to a minor may be considered not victimless, since the minor is not old enough to consent."
Victimless crime,36469498,True,True,24.250.136.236,UNKNOWN,claim,say,"A victimless crime is behavior which is forbidden by law, but which does not directly harm nor violate the rights of any specific person, though some may claim it harms society as a whole.","A victimless crime is behavior which is forbidden by law, but which does not directly harm nor violate the rights of any specific person, though some may say it harms society as a whole."
Devocalization,280056706,False,True,Whatever404,UNKNOWN,simple,controversial,Convenience devocalization or debarking(more correctly termed bark softening when referring to dogs) is a simple surgical procedure applied to dogs to permanently decrease the volume of the bark.,"Convenience devocalization (also known as debarking or bark softening when referring to dogs) is a controversial surgical procedure, similar to a laryngectomy, applied to dogs and cats to permanently reduce the volume of their vocalizations."
Devocalization,280087816,False,True,Whatever404,UNKNOWN,simple,controversial,Convenience devocalization (also known as debarking or bark softening when referring to dogs) is a simple surgical procedure applied to dogs to permanently reduce the volume of their vocalizations but does not totally eliminate the volume nor render the dog barkless.,"Convenience devocalization (also known as debarking or bark softening when referring to dogs) is a controversial surgical procedure, similar to a laryngectomy, applied to dogs and cats to permanently reduce the volume of their vocalizations."
Management fad,73172403,False,True,YeahIKnow,UNKNOWN,The,According to critics a management,"The fad is often launched by business academics or management consultants, and adopted by managers who naively think they can alter and improve human behavior, or who embrace the fad because they see it as validating their roles as leaders and innovators, or who cynically promote the fad as a means to career advancement.","According to critics, a management fad is often launched by business academics or management consultants, and adopted by managers who think they can alter and improve human behavior, or who embrace the fad because they see it as validating their roles as leaders and innovators, or who promote the fad as a means to career advancement."
Health freedom movement,128146971,True,True,Vitaminman,UNKNOWN,since,arguing that,"Evidence-based medicine does not accept these claims, since they have not been shown to meet recognised scientific criteria (repeatable double-blind trials using large population samples) for credibility.","Evidence-based medicine does not accept these claims, arguing that they have not been shown to meet recognised scientific criteria (repeatable double-blind trials using large population samples) for credibility."
Health freedom movement,269132362,True,True,Vitaminman,UNKNOWN,was,LEF as,The Life Extension Foundation was founded in 1980.,The Life Extension Foundation (LEF) as founded in 1980.
International Churches of Christ,60172813,True,True,TransylvanianKarl,UNKNOWN,aberrational,controversial,"Kriete called for the leaders of the ICOC to renounce, abandon and repent of its systemic abusive practices, financial capriciousness, prideful attitudes, and aberrational teachings.","Kriete called for the leaders of the ICOC to renounce, abandon and repent of its systemic abusive practices, financial capriciousness, prideful attitudes, and controversial teachings."
International Churches of Christ,147239891,True,True,Dorftrottel,MINOR,reality,belief,"They hold to the biblical and historical reality that the church was founded by Jesus Christ, and that its doctrines and practices were established long before these other traditions, movements, structures, councils, etc.","They hold to the biblical and historical belief that the church was founded by Jesus Christ, and that its doctrines and practices were established long before these other traditions, movements, structures, councils, etc."
International Churches of Christ,201321612,True,True,TransylvanianKarl,UNKNOWN,tactics,methods," In the past, its aggressive recruitment tactics, high commitment expectations of members, and use of ""discipling"" partnerships have caused some researchers, observers, and ex-members to label the organization a ‘cult,’ Fox Files.  "," In the past, its aggressive recruitment methods, high commitment expectations of members, and use of ""discipling"" partnerships have caused some researchers, observers, and ex-members to label the organization a ‘cult,’ Fox Files.  "
International Churches of Christ,268197660,True,True,Icarus3,UNKNOWN,accept,believe in,"Members accept the virgin birth, the substitutionary atonement, the bodily resurrection of Jesus, the Holy Trinity, and the Second Coming.","Members believe in the virgin birth, the substitutionary atonement, the bodily resurrection of Jesus, the Holy Trinity, and the Second Coming."
Lytton Band of Pomo Indians,55544226,True,True,Drseudo,UNKNOWN,composed,a group,"The Lytton Band of Pomo Indians is composed of people with mixed lineage, including caucasians who have 1/32nd Native American heritage, 1/2 Native American heritage, and multi-racial heritage.","The Lytton Band of Pomo Indians is a group of Native Americans from the area surrounding Santa Rosa, California."
Identity Cards Act 2006,10348903,False,True,119,UNKNOWN,will,does,Controversially the move to compulsion will not require further primary legislation.,"Controversially, the move to compulsion does not currently require further primary legislation."
Identity Cards Act 2006,39211753,False,True,Bonalaw,UNKNOWN,record,collect,Wartime cards were a temporary measure to combat a wartime threat and did not record information on people through a central database.,Wartime cards were a temporary measure to combat an obvious threat and did not collect information on people through a central database.
Identity Cards Act 2006,81039146,True,True,62.30.197.12,UNKNOWN,revealed,declared,"In October 2006, the Government revealed it would cost £5.4bn to run the ID cards scheme for the next 10 years.","In October 2006, the Government declared it would cost £5.4bn to run the ID cards scheme for the next 10 years."
Anti-racism,80526959,False,True,Nightscream,UNKNOWN,issue,scenes,It is said that behind the issue Billy Hughes and Joseph Cook vigorously opposed it as it undermined the White Australia Policy.,"It is said that behind the scenes, Billy Hughes and Joseph Cook vigorously opposed it as it undermined the White Australia Policy."
Forbes Burnham,349723828,False,True,Reconsider the static,UNKNOWN,dictator,leader with a vision,"Operating as a dictator, he banned some imported foods from entering the country, including white flour, saltfish, pickled meats, preserved fruits, peas, beans, and tin foods.","Being a leader with a vision, he banned some  imported foods from entering the country."
Mississippi River – Gulf Outlet Canal,172192290,True,True,Ufwuct,UNKNOWN,tiny,small,Picture of Proposed Gates at MR-GOWWL EditorialBush seeks $1.46 billion in new storm protectionMeasuring ship traffic though the channel only tells a tiny part of the complete economic story of MR-GO.,Picture of Proposed Gates at MR-GOWWL EditorialBush seeks $1.46 billion in new storm protectionMeasuring ship traffic though the channel only tells a small part of the complete economic story of MR-GO.
Brompton Bicycle,27064867,False,True,Ooooooooo,UNKNOWN,refined,improved,"It has been refined over three decades and represents a very polished design, albeit with some inexplicably cheap touches.","It has been improved over three decades and represents a very refined design, albeit with some lower quality elements."
Separatist movements of India,310173994,False,True,Patar knight,UNKNOWN,Exit,entrance," On October 27, 1947 Indian army entered in Kashmir through Gurdaspur the only Exit for India to Kashmir.","On October 27, 1947 Indian army entered into Kashmir through Gurdaspur, the only entrance for India to Kashmir."
Naomi Robson,75856820,False,True,203.134.111.194,UNKNOWN,presenter,autocue reader,"Naomi Robson (born August 1961) is the presenter of the east-coast version of Today Tonight, an Australian public affairs program which screens weeknights on the Seven Network.","Naomi Robson (born August 1961) is the autocue reader of the east-coast version of Today Tonight, an Australian public affairs program which screens weeknights on the Seven Network."
Dove World Outreach Center,384221511,False,True,KeptSouth,UNKNOWN,notoriety,notice,"The church, which gained notoriety during the late 2000s for its public displays and criticism of Islam, is most widely noted for its role in the 2010 Qur'an-burning controversy which ended with Jones announcing on September 11, 2010, that his church would never be burning Korans and that he had reached his goal of exposing elements of Islam as dangerous and radical.","The church, which gained notice during the late 2000s for its public displays and criticism of Islam, is most widely noted for its role in the 2010 Qur'an-burning controversy which ended with Jones announcing on September 11, 2010, that his church would never be burning Korans and that he had reached his goal of exposing elements of Islam as dangerous and radical."
Racism in Israel,389128541,True,True,Carwil,UNKNOWN,affirms,also states,The ADL affirms that it's Not Racism.," The ADL also states that Ethiopian Jews are not experiencing racism: ""Whatever Israel's mistakes towards its Ethiopian Jewish community, the cause is not racism."""
Racism in Israel,415639640,True,True,Flyte35,UNKNOWN,The,Israeli,"The Israeli government and many groups within Israel have undertaken efforts to combat discrimination, and have denied some instances of racism.","The Israeli government and many groups within Israel have undertaken efforts to combat discrimination, and have denied some instances of racism."
Transgender,114912300,False,True,AliceJMarkham,MINOR,natural,normative,"Transgender (, from trans (Latin) and  gender (English) ) is a general term applied to a variety of individuals, behaviors, and groups involving tendencies that diverge from the natural gender role (woman or man) commonly, but not always, assigned at birth, as well as the role traditionally held by society.","Transgender (, from trans (Latin) and  gender (English) ) is a general term applied to a variety of individuals, behaviors, and groups involving tendencies that diverge from the normative gender role (woman or man) commonly, but not always, assigned at birth, as well as the role traditionally held by society."
Transgender,208334256,True,True,Confusionball,UNKNOWN,traditional,conservative,"The traditional view is that sex determines gender, and that there is no practical difference between the two.","The conservative view is that sex determines gender, and that there is no practical difference between the two."
Transgender,229018834,True,True,Silly rabbit,UNKNOWN,dramatic,small but,"There are three major factors at play: # Transwomen are (for whatever reasons) a dramatic, highly visible although small group of people who serve as a prototype for both the category transsexual and transgender.",There are three major factors at play: # Transwomen are a small but highly visible group of people who serve as a prototype for both the category transsexual and transgender.
Transgender,425709576,True,True,Fran McCrory,MINOR,demonstrated,hypothesized," Whereas previous descriptions of transgenderism included very many combinations of sexual orientation, gender identity, and the desire to cross-dress, Blanchard demonstrated that there were only two basic phenomena."," Whereas previous descriptions of transgenderism included very many combinations of sexual orientation, gender identity, and the desire to cross-dress, Blanchard hypothesized that there were only two basic phenomena."
Transgender,426762481,True,True,Dicklyon,UNKNOWN,provided,interprets his," Whereas previous descriptions of transgenderism included very many combinations of sexual orientation, gender identity, and the desire to cross-dress, Blanchard provided evidence suggesting that there were only two basic phenomena."," Whereas previous descriptions of transgenderism included very many combinations of sexual orientation, gender identity, and the desire to cross-dress, Blanchard interprets his evidence as suggesting that there were only two basic phenomena."
Nancy Hopkins (scientist),388421014,True,True,68.90.235.57,UNKNOWN,walked,caused controversy by walking,"In January 2005, at an NBER meeting in Cambridge, MA on the topic of how to address the under-representation of women and minorities in science and engineering fields, Hopkins walked out in protest during a talk by then President of Harvard Lawrence Summers when he proposed that the second most important reason for the very small number of high-achieving women in science and engineering fields might be their lesser “intrinsic aptitude” for these subjects relative to men.","In January 2005, at an NBER meeting in Cambridge, MA on the topic of how to address the under-representation of women and minorities in science and engineering fields, Hopkins caused controversy by walking out in protest during a talk by then President of Harvard Lawrence Summers when he proposed that one reason for the very small number of high-achieving women in science and engineering fields might be “intrinsic aptitude”."
Lon Solomon,229111410,False,True,81.205.183.128,UNKNOWN,Service,Activity,"Lon has been on the Board of Jews for Jesus since 1987, where he now serves as chairman of the Board’s Executive Committee.","Lon has been on the Board of Jews for Jesus since 1987, where he now serves as chairman of the Board’s Executive Committee."
Ray LaHood,341878648,False,True,KeptSouth,UNKNOWN,advancing,preserving,"A strong advocate for advancing the legacy of Abraham Lincoln, LaHood authored a law that established the Abraham Lincoln Bicentennial Commission, which laid the groundwork for celebrating the 16th President's 200th birthday in 2009.","A strong advocate for preserving the legacy of Abraham Lincoln, LaHood authored a law that established the Abraham Lincoln Bicentennial Commission, which laid the groundwork for celebrating the 16th President's 200th birthday in 2009."
Ballot access,7118747,False,True,63.101.16.242,UNKNOWN,been,after,"Historically, there have generally been no restrictions on ballot access in the United States until the introduction of the so-called ""Australian ballot"" beginning in the 1880's.","Historically, there were generally no restrictions on ballot access in the United States until after the introduction of the so-called ""Australian ballot"" beginning in the 1880's."
Ballot access,7118747,False,True,63.101.16.242,UNKNOWN,mainstream,legislatures controlled by the established,"Many opponents of this change believe that mainstream political parties (specifically, the Republican and Democratic Parties) can or do abuse this control in order to ensure their own re-election.","As historian Peter Argersinger has pointed out, the reform that conferred power on officials to regulate who may be on the ballot carried with it the danger that this power would be abused by officialdom and that legislatures controlled by the established political parties (specifically, the Republican and Democratic Parties), would enact restrictive ballot access laws to influence election outcomes, for partisan purposes, in order to ensure re-election of their own party's candidates."
Welcome to Palestine,438772736,False,True,Sindinero,UNKNOWN,troublemakers.,the activists.," Israeli officials described those participating as ""hooligans"" and ""provocateurs"", and defended their right to deny entry to  troublemakers."," Israeli officials described those participating as ""hooligans"" and ""provocateurs,"" and defended their right to deny entry to the activists."
Welcome to Palestine,487658685,False,True,Dlv999,UNKNOWN,claimed,said,Participants in the Welcome to Palestine 2012 project have claimed that they want to pass through the airport in Tel Aviv without incident in order to go directly to the West Bank where they are expected to take part in a project on the right to education for Palestinian children.,Participants in the Welcome to Palestine 2012 project have said that they want to pass through the airport in Tel Aviv without incident in order to go directly to the West Bank where they are expected to take part in a project on the right to education for Palestinian children.
University of Tasmania,436817835,True,True,Trevj,UNKNOWN,attracts,assists,"It attracts talented students, both locally, nationally andinternationally.","It assists talented students, both locally, nationally and internationally."
Design–build,160569077,False,True,Mariokempes,UNKNOWN,ideals.,approach.,The design/build system is a return to the fundamentals of the Master Builder ideals.,The design/build system is a return to some of the fundamentals of the Master Builder approach.
Design–build,160569077,False,True,Mariokempes,UNKNOWN,capture,streamline,"Design-build focuses on combining the design, permit, and construction schedules in order to capture the time lost in a traditional design-bid-build environment.","Design-build focuses on combining the design, permit, and construction schedules in order to streamline the traditional design-bid-build environment."
Design–build,160569077,False,True,Mariokempes,UNKNOWN,drawings,and other,"This does not shorten the time it takes to complete the individual tasks of creating drawings, acquiring building permits, or actually constructing the building.","This does not shorten the time it takes to complete the individual tasks of creating construction documents (working drawings and specifications), acquiring building and other permits, or actually constructing the building."
Design–build,160569077,False,True,Mariokempes,UNKNOWN,quality,strive to,"Instead, a quality design-build firm will bring together design and construction professionals in a collaborative environment to complete these tasks at the same time.","Instead, a design-build firm will strive to bring together design and construction professionals in a collaborative environment to complete these tasks at the same time."
Bill Blair (police chief),28057068,False,True,Bearcat,UNKNOWN,summer,spree,"However, Blair has been criticized as also ineffective and weak, being invisible at times during the summer of violence and shootings in 2005.","However, Blair has been criticized as also ineffective and weak, being perceived as invisible by some critics during the spree of gun-related crime that affected the city in the summer of 2005."
Alter-globalization,24848150,False,True,Skinwalker,UNKNOWN,demands,advocates,"Alter-globalization (or altermondialization from the French altermondialisation) is the name of a social movement which supports the international integration of globalization but demands that values of democracy, economic justice, environmental protection, and human rights be put ahead of purely economic concerns.","Alter-globalization (or altermondialization from the French altermondialisation) is the name of a social movement which supports the international integration of globalization but advocates that values of democracy, economic justice, environmental protection, and human rights be put ahead of purely economic concerns."
Phantasmagoria (amusement ride),220686705,True,True,Bumm13,MINOR,threatened,appears,"A waterfall pouring over the track threatened to drench the riders, but would shut off as the car passed underneath.","A waterfall pouring over the track appears to threaten riders with being drenched, but shuts off as the car passes underneath."
USA kill or capture strategy in Iraq,121616204,False,True,Esmehwp,UNKNOWN,Some,many others inlcuding most,"While United States sees its military presence in Iraq as a constructive mission, Some Iranians see their presence as destructive.","While the Bush administration sees its military presence in Iraq as a constructive mission, many others inlcuding most Iranians see their presence as destructive."
Hispanic,170830068,False,True,SamEV,UNKNOWN,invaded,conquered,"The expansion of the Spanish Empire between 1492 and 1898 brought thousands of Spanish migrants to the invaded lands, creating a large settlement that stretches all over the world and producing several multiracial populations.","The expansion of the Spanish Empire between 1492 and 1898 brought thousands of Spanish migrants to the conquered lands, creating a large settlement that stretches all over the world and producing several multiracial populations."
Hispanic,263674597,False,True,SamEV,MINOR,descent,or Spanish descendant presence,"The term is now used to convey the culture and peoples of countries formerly ruled by Spain usually with a large population of mestizos of Spanish descent, and mostly but not always, speak the Spanish language.","The term is now used to convey the culture and peoples of countries formerly ruled by Spain and still have a large Spanish or Spanish descendant presence and usually but not always, speak the Spanish language."
Hispanic,354214017,False,True,SamEV,MINOR,denotes,originally denoted,"Hispanic (hispano, hispánico) is a term that denotes a relationship to the ancient Hispania (geographically coinciding with the Iberian Peninsula).","Hispanic (hispano, hispánico) is a term that originally denoted a relationship to the ancient Hispania (geographically coinciding with the Iberian Peninsula)."
Foreign relations of Serbia,283025324,True,True,IJA,UNKNOWN,province,region,"On February 17, 2008, leaders of the province of Kosovo declared unilateral independence from Serbia, forming the Republic of Kosovo in the process.","On February 17, 2008, the region of Kosovo declared unilateral independence from Serbia, forming the Republic of Kosovo in the process."
Foreign relations of Serbia,283025324,True,True,IJA,UNKNOWN,membership.,membership as of yet.,"As of April 2009, the Republic of Kosovo does not have U.N. membership.",The Republic of Kosovo does not have and has not applied for U.N. membership as of yet.
Jesus in Ahmadiyya Islam,47723047,False,True,Grutter,UNKNOWN,translated,which he translates,"Drawing on some Kashmiri oral traditions and accounts by explorers, it is claimed that Yuz Asaf (translated as either ""Jesus the Gatherer"" or ""son of Joseph"") travelled eastwards to Srinagar, and lived there until his death, aged 120.","Drawing on some Kashmiri oral traditions, as well as the Qur'an, Hadith, and accounts by explorers, he claims that Yuz Asaf (which he translates as ""Jesus the Gatherer"") travelled eastwards to Srinagar, and lived there until his death, aged 120."
Jesus in Ahmadiyya Islam,156868421,False,True,Floorwalker,MINOR,revered,apparant,Another point of interest is that a revered gravesite of Moses exists about 70km north of Srinagar and is often included in tourist excursions in the area.,Another point of interest is that a apparant gravesite of Moses exists about 70km north of Srinagar and is often included in tourist excursions in the area.
Kenneth Zucker,507130989,True,True,Accurrent,UNKNOWN,orders,asks,"New York Times For children assigned as males at birth, Zucker orders parents to take away their child's ""feminine"" toys and instruct the child not to play with or draw pictures of girls.","New York Times For children assigned as males at birth, Zucker asks parents to take away their child's ""feminine"" toys and instruct the child not to play with or draw pictures of girls."
Rock the Vote,83957505,False,True,Mnemeson,UNKNOWN,however,others disagree with,"The group states that it is a non-partisan organization; however, this is highly disputed, as it promotes books and organizations that are self-described ""progressive"" and promotes ""progressive"" issue advocacy on various topics, such as jobs, health care and social security both on their site and blog.","The group states that it is a non-partisan organization; others disagree with this assessment, noting that it promotes books and organizations that are self-described ""progressive"" and promotes ""progressive"" issue advocacy on various topics, such as jobs, health care and social security both on their site and blog."
Caldoche,57970043,False,True,90.0.242.113,UNKNOWN,colony,territory,"Another ""white"" demographic element (although they may well be Frenchmen of different ethnic backgrounds) in the colony is expatriates from metropolitan France who live there temporarily as functionaries.","Another ""white"" demographic element (although they may well be Frenchmen of different ethnic backgrounds) in the territory is expatriates from metropolitan France who live there temporarily as functionaries."
Theoria,401665569,False,True,LoveMonkey,UNKNOWN,bishop,theologians,"An Eastern bishop has presented the Western concept of hell as a created place of damnation, most explicitly seen in Dante's Inferno.","Eastern theologians has presented the Western concept of hell as a created place of damnation, most explicitly seen in Dante's Inferno."
9/11 conspiracy theories,14856187,False,True,Cberlet,UNKNOWN,would,might,* The FBI confiscated videos from a gas station in the vicinity shortly after the attacks which would have shown exactly what hit the Pentagon.,* The FBI confiscated videos from a gas station in the vicinity shortly after the attacks which might have possibly shown exactly what hit the Pentagon.
9/11 conspiracy theories,14856187,False,True,Cberlet,UNKNOWN,keep,hide it from,"* Military personnel were photographed removing from the crash site a large light-weight object shrouded by a blue tarp , presumably to keep the contents hidden from public view.",SOme conjecture that this was to hide it from the public.
9/11 conspiracy theories,23675447,False,True,Cberlet,UNKNOWN,fact,assertion,This theory uses this fact to support the idea that the Bush Administration knew of the attacks and somehow was convinced there was no imminent threat to the President of the United States.,This theory uses this assertion to support the idea that the Bush Administration knew of the attacks and somehow was convinced there was no imminent threat to the President of the United States.
9/11 conspiracy theories,23967874,False,True,Blackcats,UNKNOWN,some,they,"Guests and the White House press corps reported that they were hurried onto Air Force One and that the plane made an aggressive, highly unusual, takeoff - some stating that the plane was climbing at an angle in excess of 55 degrees (""near vertical"").","Guests and the White House press corps reported that they were hurried onto Air Force One and that the plane made an aggressive, highly unusual, takeoff - some stating that the plane was climbing at an angle in excess of 55 degrees (""near vertical"")."
9/11 conspiracy theories,32535727,False,True,Blackcats,UNKNOWN,advanced,accepted,One of the more commonly advanced theories about September 11th is the notion the United States Government alledgedly knew of the impending attacks and failed to act on that knowledge.,One of the more commonly accepted theories about September 11th is the notion the United States Government alledgedly knew of the impending attacks and failed to act on that knowledge.
9/11 conspiracy theories,33277288,True,True,Morton devonshire,UNKNOWN,official,common,"While those who accept the official explanation have often dismissed alternative hypotheses as conspiracy theories, there are individuals, groups and organizations from across the political, academic and media landscapes who say that the most common account of the events can also be referred to as a conspiracy theory.","While those who accept the common explanation have often dismissed alternative hypotheses as conspiracy theories, there are individuals, groups and organizations from across the political, academic and media landscapes who say that the most common account of the events can also be referred to as a conspiracy theory."
9/11 conspiracy theories,35932675,False,True,MONGO,UNKNOWN,slightly,significantly,"While the above examples differed slightly from the Twin Towers in design and materials, all steel framed high rise buildings must follow common standards of building code specifications for resisting fire  and other events which could result in structural failures.","The above examples differed significantly from the Twin Towers in design and materials, all steel framed high rise buildings must follow common standards of building code specifications for resisting fire  and other events which could result in structural failures."
9/11 conspiracy theories,50368355,False,True,Mmx1,UNKNOWN,term,claim," * The Church of Scientology claims that the 9/11 hijackers were brainwashed by psychiatrists who were the real masterminds behind the attacks,  despite the fact that none of the hijackers were ever known to have visited psychiatrists."," * The Church of Scientology claims that the 9/11 hijackers were brainwashed by psychiatrists who were the real masterminds behind the attacks,  despite the fact that none of the hijackers were ever known to have visited psychiatrists."
9/11 conspiracy theories,73195943,False,True,138.194.254.46,UNKNOWN,inferno,fire,"He says that while the jet fuel was the catalyst for the WTC fires, the resulting inferno was intensified by the combustible material inside the buildings, including rugs, curtains, furniture and paper.","He says that while the jet fuel was the catalyst for the WTC fires, the resulting fire was intensified by the combustible material inside the buildings, including rugs, curtains, furniture and paper."
9/11 conspiracy theories,77039172,False,True,Sloane,UNKNOWN,echoed,accepted,"The explanation laid out in the report has been echoed by most members of both major political parties and news media, and is what conspiracy theorists refer to as ""the official account"" of the September, 2001 attacks.","The explanation laid out in the report has been accepted by most members of both major political parties and news media, and is what conspiracy theorists refer to as ""the official account"" of the September, 2001 attacks."
9/11 conspiracy theories,78919297,False,True,SalvNaut,UNKNOWN,suspicious.,suspicious for two reasons.,"In addition to displaying what they take to be even clearer features of controlled demolition, the collapse is said to be suspicious.","In addition to displaying what they take to be even clearer features of controlled demolition, the collapse is said to be suspicious for two reasons."
9/11 conspiracy theories,126605728,False,True,Lubejob,UNKNOWN,events.,antimainstream,"Since the September 11, 2001 attacks, a variety of conspiracy theories have emerged which dispute the mainstream account of those events.","The anti-mainstream theories typically include suggestions that individuals in (or associated with) the government of the United States knew of the impending attacks and refused to act on that knowledge, or that the attacks were a false flag operation carried out with the intention of inflaming the fears and nationalism of the American people in order to gain support for a series of foreign wars and restrictions on civil liberties."
9/11 conspiracy theories,126605728,False,True,Lubejob,UNKNOWN,passions,fears,"The theories typically include suggestions that individuals in (or associated with) the government of the United States knew of the impending attacks and refused to act on that knowledge, or that the attacks were a false flag operation carried out with the intention of stirring up the passions and buying the allegiance of the American people.","The anti-mainstream theories typically include suggestions that individuals in (or associated with) the government of the United States knew of the impending attacks and refused to act on that knowledge, or that the attacks were a false flag operation carried out with the intention of inflaming the fears and nationalism of the American people in order to gain support for a series of foreign wars and restrictions on civil liberties."
9/11 conspiracy theories,146021786,False,True,Kanodin,UNKNOWN,dealt,for dealing,"The weak version, which does not directly imply a conspiracy, merely suspects that government agencies, including the military and intelligence communities, dealt incompetently with the 9/11 attacks.","The weak versions, which do not directly imply a conspiracy, merely indict government agencies, including the military and intelligence communities, for dealing incompetently with the 9/11 attacks."
9/11 conspiracy theories,216425396,True,True,Weregerbil,UNKNOWN,speculated,said,They speculated that the only reason that the calls went through in the first place is that the aircraft were flying so close to the ground.,They said that the only reason that the calls went through in the first place is that the aircraft were flying so close to the ground.
9/11 conspiracy theories,216425396,True,True,Weregerbil,UNKNOWN,suggested,said,"Alexa Graf, an AT&T spokesperson suggested it was almost a fluke that the calls reached their destinations.","Alexa Graf, an AT&T spokesperson said it was almost a fluke that the calls reached their destinations."
9/11 conspiracy theories,216425396,True,True,Weregerbil,UNKNOWN,indicated,said,"Elliot.org September 19, 2001 Other industry experts indicated that it is possible to use cell phones with varying degrees of success during a flight.","Elliot.org September 19, 2001 Other industry experts said that it is possible to use cell phones with varying degrees of success during a flight."
Toronto Transit Commission,312817024,False,True,Beland,UNKNOWN,exorbitant,high,"To a large extent, subway development is being shelved for now, partly due to its exorbitant cost, and partly due to the lack of subway level demand.","To a large extent, subway development is being shelved for now, partly due to its high cost, and partly due to the lack of subway level demand."
Thomas Jefferson,312863142,False,True,Bogan444,UNKNOWN,believed,alleged,"png|thumb|Presidential Dollar of Thomas Jefferson|alt=US $1 coin bearing full face engraving of Jefferson]]Jefferson is believed to have had a long-term, intimate relationship with one of his slaves, Sally Hemings, a quadroon, who was believed to have been a half-sister to Jefferson's late wife.","png|thumb|Presidential Dollar of Thomas Jefferson|alt=US $1 coin bearing full face engraving of Jefferson]]Jefferson is alleged to have had a long-term, intimate relationship with one of his slaves, Sally Hemings, a quadroon, who was believed to have been a half-sister to Jefferson's late wife."
